sensor_strategy,patch_id,block_id,year,vegetation_type,validation_confidence,validation_status,built_fraction_1000m,crop_context_1000m,n_observations,summer_observations,max_active_season_gap_days,temporal_qc_pass,include_confirmatory,peak_NDVI,summer_NDVI
A_S2_only,C15_12_tree_E1,C15_12,2023,tree,HIGH,MIXED / UNRELIABLE,0.2579209217072532,0.2767740246137732,25,3,38.0,True,False,0.7623219062870481,0.7796771130104464
A_S2_only,C15_12_tree_E1,C15_12,2024,tree,HIGH,MIXED / UNRELIABLE,0.2579209217072532,0.2767740246137732,28,6,35.0,True,False,0.7677823498108249,0.755281824559584
A_S2_only,C15_12_tree_E1,C15_12,2025,tree,HIGH,MIXED / UNRELIABLE,0.2579209217072532,0.2767740246137732,32,5,20.0,True,False,0.76277493144861,0.6912378303198887
A_S2_only,C15_12_grass_E1,C15_12,2017,grass,LOW,"PERSISTENT VEGETATION, TYPE UNCERTAIN",0.1039539146373396,0.2382822728462948,19,3,50.0,False,False,0.7314402151875845,0.7306076729207506
A_S2_only,C15_12_grass_E1,C15_12,2018,grass,LOW,"PERSISTENT VEGETATION, TYPE UNCERTAIN",0.1039539146373396,0.2382822728462948,25,5,30.0,True,False,0.6771910658323149,0.6111792105908311
A_S2_only,C15_12_grass_E1,C15_12,2019,grass,LOW,"PERSISTENT VEGETATION, TYPE UNCERTAIN",0.1039539146373396,0.2382822728462948,21,5,38.0,True,False,0.689053410893707,0.5411452408039439
A_S2_only,C15_12_grass_E1,C15_12,2020,grass,LOW,"PERSISTENT VEGETATION, TYPE UNCERTAIN",0.1039539146373396,0.2382822728462948,26,4,45.0,True,False,0.5998081333728653,0.4664500871068127
A_S2_only,C15_12_grass_E1,C15_12,2021,grass,LOW,"PERSISTENT VEGETATION, TYPE UNCERTAIN",0.1039539146373396,0.2382822728462948,28,5,40.0,True,False,0.5826676623045722,0.4390640233994149
A_S2_only,C15_12_grass_E1,C15_12,2022,grass,LOW,"PERSISTENT VEGETATION, TYPE UNCERTAIN",0.1039539146373396,0.2382822728462948,24,3,70.0,False,False,0.7275892580794618,0.5893536121673005
A_S2_only,C15_12_grass_E1,C15_12,2023,grass,LOW,"PERSISTENT VEGETATION, TYPE UNCERTAIN",0.1039539146373396,0.2382822728462948,25,3,38.0,True,False,0.7626040021684306,0.3808606294155427
A_S2_only,C15_12_grass_E1,C15_12,2024,grass,LOW,"PERSISTENT VEGETATION, TYPE UNCERTAIN",0.1039539146373396,0.2382822728462948,29,6,35.0,True,False,0.7009356394515512,0.6157809225500057
A_S2_only,C15_12_grass_E1,C15_12,2025,grass,LOW,"PERSISTENT VEGETATION, TYPE UNCERTAIN",0.1039539146373396,0.2382822728462948,31,4,25.0,True,False,0.7337807606263983,0.6962842809804581
A_S2_only,C16_07_tree_E1,C16_07,2017,tree,HIGH,MAJOR LAND-COVER CHANGE,0.6852579209217072,0.0102120974076983,10,2,50.0,False,False,0.5750199603036656,0.4111894052714714
A_S2_only,C16_07_tree_E1,C16_07,2018,tree,HIGH,MAJOR LAND-COVER CHANGE,0.6852579209217072,0.0102120974076983,7,0,130.0,False,False,0.62459040640593,
A_S2_only,C16_07_tree_E1,C16_07,2019,tree,HIGH,MAJOR LAND-COVER CHANGE,0.6852579209217072,0.0102120974076983,12,1,55.0,False,False,0.5395243413235176,0.3731958762886597
A_S2_only,C16_07_tree_E1,C16_07,2020,tree,HIGH,MAJOR LAND-COVER CHANGE,0.6852579209217072,0.0102120974076983,11,0,90.0,False,False,0.6005852231163131,
A_S2_only,C16_07_tree_E1,C16_07,2021,tree,HIGH,MAJOR LAND-COVER CHANGE,0.6852579209217072,0.0102120974076983,13,1,85.0,False,False,0.4926126934419894,0.494895694629383
A_S2_only,C16_07_tree_E1,C16_07,2022,tree,HIGH,MAJOR LAND-COVER CHANGE,0.6852579209217072,0.0102120974076983,10,1,130.0,False,False,0.45093926164591713,0.1020124913254683
A_S2_only,C16_07_tree_E1,C16_07,2023,tree,HIGH,MAJOR LAND-COVER CHANGE,0.6852579209217072,0.0102120974076983,12,2,90.0,False,False,0.5956204779684244,0.44673308178832216
A_S2_only,C16_07_tree_E1,C16_07,2024,tree,HIGH,MAJOR LAND-COVER CHANGE,0.6852579209217072,0.0102120974076983,11,2,135.0,False,False,0.5151515151515152,0.549739549250059
A_S2_only,C16_07_tree_E1,C16_07,2025,tree,HIGH,MAJOR LAND-COVER CHANGE,0.6852579209217072,0.0102120974076983,15,0,92.0,False,False,0.5763996582796354,
A_S2_only,C16_07_grass_E1,C16_07,2017,grass,HIGH,MIXED / UNRELIABLE,0.4357161560617962,0.1652264990835297,12,3,50.0,False,False,0.31769522417951995,0.1875901875901875
A_S2_only,C16_07_grass_E1,C16_07,2018,grass,HIGH,MIXED / UNRELIABLE,0.4357161560617962,0.1652264990835297,8,0,130.0,False,False,0.3399859166344756,
A_S2_only,C16_07_grass_E1,C16_07,2019,grass,HIGH,MIXED / UNRELIABLE,0.4357161560617962,0.1652264990835297,14,2,55.0,False,False,0.36509176031546053,0.17866112679220908
A_S2_only,C16_07_grass_E1,C16_07,2020,grass,HIGH,MIXED / UNRELIABLE,0.4357161560617962,0.1652264990835297,12,0,90.0,False,False,0.2984010416178799,
A_S2_only,C16_07_grass_E1,C16_07,2021,grass,HIGH,MIXED / UNRELIABLE,0.4357161560617962,0.1652264990835297,13,1,75.0,False,False,0.36409239374628893,0.1574539363484087
A_S2_only,C16_07_grass_E1,C16_07,2022,grass,HIGH,MIXED / UNRELIABLE,0.4357161560617962,0.1652264990835297,9,1,130.0,False,False,0.39292239847615273,0.294729993493819
A_S2_only,C16_07_grass_E1,C16_07,2023,grass,HIGH,MIXED / UNRELIABLE,0.4357161560617962,0.1652264990835297,13,2,90.0,False,False,0.2732881352844559,0.21594417241306862
A_S2_only,C16_07_grass_E1,C16_07,2024,grass,HIGH,MIXED / UNRELIABLE,0.4357161560617962,0.1652264990835297,9,2,135.0,False,False,0.33945351490089837,0.17330531606975474
A_S2_only,C16_07_grass_E1,C16_07,2025,grass,HIGH,MIXED / UNRELIABLE,0.4357161560617962,0.1652264990835297,14,0,92.0,False,False,0.3306518358641435,
A_S2_only,C17_17_tree_E1,C17_17,2017,tree,MEDIUM,"PERSISTENT VEGETATION, TYPE UNCERTAIN",0.0034040324692327,0.4074365017020162,17,2,53.0,False,False,0.6842920559341266,0.733000332662452
A_S2_only,C17_17_tree_E1,C17_17,2018,tree,MEDIUM,"PERSISTENT VEGETATION, TYPE UNCERTAIN",0.0034040324692327,0.4074365017020162,25,6,30.0,True,False,0.7508997466521898,0.6898117367282005
A_S2_only,C17_17_tree_E1,C17_17,2019,tree,MEDIUM,"PERSISTENT VEGETATION, TYPE UNCERTAIN",0.0034040324692327,0.4074365017020162,23,4,38.0,True,False,0.7522447306169703,0.7243901314483983
A_S2_only,C17_17_tree_E1,C17_17,2020,tree,MEDIUM,"PERSISTENT VEGETATION, TYPE UNCERTAIN",0.0034040324692327,0.4074365017020162,27,4,33.0,True,False,0.8794390546833244,0.8469281209539322
A_S2_only,C17_17_tree_E1,C17_17,2021,tree,MEDIUM,"PERSISTENT VEGETATION, TYPE UNCERTAIN",0.0034040324692327,0.4074365017020162,27,5,40.0,True,False,0.8154541812035849,0.8101135190918473
A_S2_only,C17_17_tree_E1,C17_17,2022,tree,MEDIUM,"PERSISTENT VEGETATION, TYPE UNCERTAIN",0.0034040324692327,0.4074365017020162,21,2,55.0,False,False,0.8857279464499164,0.8783210008353476
A_S2_only,C17_17_tree_E1,C17_17,2023,tree,MEDIUM,"PERSISTENT VEGETATION, TYPE UNCERTAIN",0.0034040324692327,0.4074365017020162,20,2,70.0,False,False,0.8091870564006761,0.8404121805694981
A_S2_only,C17_17_tree_E1,C17_17,2024,tree,MEDIUM,"PERSISTENT VEGETATION, TYPE UNCERTAIN",0.0034040324692327,0.4074365017020162,26,6,63.0,False,False,0.8564418504107218,0.8211738102579915
A_S2_only,C17_17_tree_E1,C17_17,2025,tree,MEDIUM,"PERSISTENT VEGETATION, TYPE UNCERTAIN",0.0034040324692327,0.4074365017020162,29,3,43.0,True,False,0.8530718954248365,0.8282582216808769
A_S2_only,C17_17_grass_E1,C17_17,2017,grass,HIGH,MIXED / UNRELIABLE,0.0112594920136161,0.6208431526577638,16,2,53.0,False,False,0.6519589179640213,0.33704225307519986
A_S2_only,C17_17_grass_E1,C17_17,2018,grass,HIGH,MIXED / UNRELIABLE,0.0112594920136161,0.6208431526577638,22,5,35.0,True,False,0.6473557984100635,0.5395072217502124
A_S2_only,C17_17_grass_E1,C17_17,2019,grass,HIGH,MIXED / UNRELIABLE,0.0112594920136161,0.6208431526577638,24,4,38.0,True,False,0.6894412225210648,0.6624565749317588
A_S2_only,C17_17_grass_E1,C17_17,2020,grass,HIGH,MIXED / UNRELIABLE,0.0112594920136161,0.6208431526577638,28,4,33.0,True,False,0.7667492702352906,0.7596994122124104
A_S2_only,C17_17_grass_E1,C17_17,2021,grass,HIGH,MIXED / UNRELIABLE,0.0112594920136161,0.6208431526577638,27,5,35.0,True,False,0.8113853904282116,0.6813690045794167
A_S2_only,C17_17_grass_E1,C17_17,2022,grass,HIGH,MIXED / UNRELIABLE,0.0112594920136161,0.6208431526577638,22,3,40.0,True,False,0.7867029959375039,0.7876946868441401
A_S2_only,C17_17_grass_E1,C17_17,2023,grass,HIGH,MIXED / UNRELIABLE,0.0112594920136161,0.6208431526577638,22,4,55.0,False,False,0.7952357249861891,0.7918491422589209
A_S2_only,C17_17_grass_E1,C17_17,2024,grass,HIGH,MIXED / UNRELIABLE,0.0112594920136161,0.6208431526577638,27,5,35.0,True,False,0.7596389907463025,0.6988740507986384
A_S2_only,C17_17_grass_E1,C17_17,2025,grass,HIGH,MIXED / UNRELIABLE,0.0112594920136161,0.6208431526577638,33,5,20.0,True,False,0.7648846950256707,0.650232558139535
A_S2_only,C20_13_tree_E1,C20_13,2017,tree,MEDIUM,PERSISTENT TREE,0.0562435500515995,0.2905056759545923,19,2,55.0,False,False,0.743614672170161,0.7232543241511851
A_S2_only,C20_13_tree_E1,C20_13,2018,tree,MEDIUM,PERSISTENT TREE,0.0562435500515995,0.2905056759545923,29,6,33.0,True,True,0.7553982322051134,0.6279121596683985
A_S2_only,C20_13_tree_E1,C20_13,2019,tree,MEDIUM,PERSISTENT TREE,0.0562435500515995,0.2905056759545923,24,4,38.0,True,True,0.6969895722559478,0.6076897149460709
A_S2_only,C20_13_tree_E1,C20_13,2020,tree,MEDIUM,PERSISTENT TREE,0.0562435500515995,0.2905056759545923,31,5,45.0,True,True,0.7140828012390333,0.7023474178403756
A_S2_only,C20_13_tree_E1,C20_13,2021,tree,MEDIUM,PERSISTENT TREE,0.0562435500515995,0.2905056759545923,33,5,33.0,True,True,0.7152416572971402,0.6418650793650794
A_S2_only,C20_13_tree_E1,C20_13,2022,tree,MEDIUM,PERSISTENT TREE,0.0562435500515995,0.2905056759545923,29,2,32.0,False,False,0.7382981737317716,0.6597774244833069
A_S2_only,C20_13_tree_E1,C20_13,2023,tree,MEDIUM,PERSISTENT TREE,0.0562435500515995,0.2905056759545923,32,4,38.0,True,True,0.6935938848440122,0.5881903792313565
A_S2_only,C20_13_tree_E1,C20_13,2024,tree,MEDIUM,PERSISTENT TREE,0.0562435500515995,0.2905056759545923,29,7,42.0,True,True,0.732660768509281,0.6445865692096848
A_S2_only,C20_13_tree_E1,C20_13,2025,tree,MEDIUM,PERSISTENT TREE,0.0562435500515995,0.2905056759545923,38,5,35.0,True,True,0.7330663215401382,0.726687012546626
A_S2_only,C20_13_grass_E1,C20_13,2017,grass,MEDIUM,PERSISTENT GRASS,0.000515995872033,0.2683178534571723,20,2,48.0,False,False,0.7318444579187501,0.7876739660703822
A_S2_only,C20_13_grass_E1,C20_13,2018,grass,MEDIUM,PERSISTENT GRASS,0.000515995872033,0.2683178534571723,24,6,32.0,True,True,0.8079927430690967,0.8031818996650095
A_S2_only,C20_13_grass_E1,C20_13,2019,grass,MEDIUM,PERSISTENT GRASS,0.000515995872033,0.2683178534571723,20,3,38.0,True,True,0.7535063843516342,0.7866361705603659
A_S2_only,C20_13_grass_E1,C20_13,2020,grass,MEDIUM,PERSISTENT GRASS,0.000515995872033,0.2683178534571723,27,3,62.0,False,False,0.7683982194176578,0.7877596855699046
A_S2_only,C20_13_grass_E1,C20_13,2021,grass,MEDIUM,PERSISTENT GRASS,0.000515995872033,0.2683178534571723,27,3,40.0,True,True,0.8171356064404379,0.839950627442913
A_S2_only,C20_13_grass_E1,C20_13,2022,grass,MEDIUM,PERSISTENT GRASS,0.000515995872033,0.2683178534571723,25,2,32.0,False,False,0.8480067090940199,0.8946251787631267
A_S2_only,C20_13_grass_E1,C20_13,2023,grass,MEDIUM,PERSISTENT GRASS,0.000515995872033,0.2683178534571723,22,3,55.0,False,False,0.8000022363449177,0.8336835785049534
A_S2_only,C20_13_grass_E1,C20_13,2024,grass,MEDIUM,PERSISTENT GRASS,0.000515995872033,0.2683178534571723,25,3,40.0,True,True,0.7877371910789632,0.7388882938845454
A_S2_only,C20_13_grass_E1,C20_13,2025,grass,MEDIUM,PERSISTENT GRASS,0.000515995872033,0.2683178534571723,25,3,43.0,True,True,0.26183560068978723,0.1338582677165354
A_S2_only,C21_12_tree_E1,C21_12,2017,tree,HIGH,PERSISTENT TREE,0.0389576883384932,0.5841073271413829,21,3,40.0,True,True,0.7733598409542743,0.6156351791530944
A_S2_only,C21_12_tree_E1,C21_12,2018,tree,HIGH,PERSISTENT TREE,0.0389576883384932,0.5841073271413829,26,5,32.0,True,True,0.8256772086152353,0.8115286248278576
A_S2_only,C21_12_tree_E1,C21_12,2019,tree,HIGH,PERSISTENT TREE,0.0389576883384932,0.5841073271413829,25,4,38.0,True,True,0.8377768024578064,0.7086838260087669
A_S2_only,C21_12_tree_E1,C21_12,2020,tree,HIGH,PERSISTENT TREE,0.0389576883384932,0.5841073271413829,27,3,62.0,False,False,0.8684443738487903,0.8843252305113161
A_S2_only,C21_12_tree_E1,C21_12,2021,tree,HIGH,PERSISTENT TREE,0.0389576883384932,0.5841073271413829,26,3,40.0,True,True,0.8683151175606993,0.8937135450421255
A_S2_only,C21_12_tree_E1,C21_12,2022,tree,HIGH,PERSISTENT TREE,0.0389576883384932,0.5841073271413829,28,4,35.0,True,True,0.9201236810833828,0.8785687657959704
A_S2_only,C21_12_tree_E1,C21_12,2023,tree,HIGH,PERSISTENT TREE,0.0389576883384932,0.5841073271413829,21,2,40.0,False,False,0.9468399291199054,0.9049626530031148
A_S2_only,C21_12_tree_E1,C21_12,2024,tree,HIGH,PERSISTENT TREE,0.0389576883384932,0.5841073271413829,23,4,65.0,False,False,0.9105425040908914,0.8037712056064601
A_S2_only,C21_12_tree_E1,C21_12,2025,tree,HIGH,PERSISTENT TREE,0.0389576883384932,0.5841073271413829,33,5,23.0,True,True,0.9345858260265637,0.9029733959311425
A_S2_only,C21_12_grass_E1,C21_12,2017,grass,LOW,"PERSISTENT VEGETATION, TYPE UNCERTAIN",0.0092879256965944,0.5018059855521155,20,3,40.0,True,False,0.7743875669898325,0.7990726429675427
A_S2_only,C21_12_grass_E1,C21_12,2018,grass,LOW,"PERSISTENT VEGETATION, TYPE UNCERTAIN",0.0092879256965944,0.5018059855521155,24,5,52.0,False,False,0.7599413946724202,0.7653814602132895
A_S2_only,C21_12_grass_E1,C21_12,2019,grass,LOW,"PERSISTENT VEGETATION, TYPE UNCERTAIN",0.0092879256965944,0.5018059855521155,23,4,42.0,True,False,0.6494922134869108,0.6491708468288229
A_S2_only,C21_12_grass_E1,C21_12,2020,grass,LOW,"PERSISTENT VEGETATION, TYPE UNCERTAIN",0.0092879256965944,0.5018059855521155,28,3,45.0,True,False,0.7199278838238445,0.7086058069578866
A_S2_only,C21_12_grass_E1,C21_12,2021,grass,LOW,"PERSISTENT VEGETATION, TYPE UNCERTAIN",0.0092879256965944,0.5018059855521155,28,3,40.0,True,False,0.7696590632662973,0.8178096212896623
A_S2_only,C21_12_grass_E1,C21_12,2022,grass,LOW,"PERSISTENT VEGETATION, TYPE UNCERTAIN",0.0092879256965944,0.5018059855521155,27,4,62.0,False,False,0.7579237312926365,0.7427886236830161
A_S2_only,C21_12_grass_E1,C21_12,2023,grass,LOW,"PERSISTENT VEGETATION, TYPE UNCERTAIN",0.0092879256965944,0.5018059855521155,21,2,37.0,False,False,0.7729336966394187,0.7996776221546816
A_S2_only,C21_12_grass_E1,C21_12,2024,grass,LOW,"PERSISTENT VEGETATION, TYPE UNCERTAIN",0.0092879256965944,0.5018059855521155,25,3,55.0,False,False,0.7749009131423794,0.7560975609756098
A_S2_only,C21_12_grass_E1,C21_12,2025,grass,LOW,"PERSISTENT VEGETATION, TYPE UNCERTAIN",0.0092879256965944,0.5018059855521155,29,4,35.0,True,False,0.8265539513469317,0.7904815968809369
A_S2_only,C22_10_tree_E1,C22_10,2017,tree,MEDIUM,PERSISTENT TREE,0.0162538699690402,0.5508255933952528,21,2,48.0,False,False,0.6968523002421307,0.6965599982549135
A_S2_only,C22_10_tree_E1,C22_10,2018,tree,MEDIUM,PERSISTENT TREE,0.0162538699690402,0.5508255933952528,24,5,52.0,False,False,0.7181435823060187,0.7197969543147207
A_S2_only,C22_10_tree_E1,C22_10,2019,tree,MEDIUM,PERSISTENT TREE,0.0162538699690402,0.5508255933952528,22,3,38.0,True,True,0.7084032287229142,0.6494061757719714
A_S2_only,C22_10_tree_E1,C22_10,2020,tree,MEDIUM,PERSISTENT TREE,0.0162538699690402,0.5508255933952528,27,3,62.0,False,False,0.7977968351932255,0.8181818181818181
A_S2_only,C22_10_tree_E1,C22_10,2021,tree,MEDIUM,PERSISTENT TREE,0.0162538699690402,0.5508255933952528,28,4,32.0,True,True,0.7646723543486255,0.7024306249818475
A_S2_only,C22_10_tree_E1,C22_10,2022,tree,MEDIUM,PERSISTENT TREE,0.0162538699690402,0.5508255933952528,26,3,32.0,True,True,0.8422737885357602,0.8626760563380281
A_S2_only,C22_10_tree_E1,C22_10,2023,tree,MEDIUM,PERSISTENT TREE,0.0162538699690402,0.5508255933952528,23,4,30.0,True,True,0.8386035115000788,0.8097615676215018
A_S2_only,C22_10_tree_E1,C22_10,2024,tree,MEDIUM,PERSISTENT TREE,0.0162538699690402,0.5508255933952528,26,3,55.0,False,False,0.8264730855517219,0.7462121212121213
A_S2_only,C22_10_tree_E1,C22_10,2025,tree,MEDIUM,PERSISTENT TREE,0.0162538699690402,0.5508255933952528,32,5,23.0,True,True,0.8498995117464604,0.8363423212192262
A_S2_only,C22_10_grass_E1,C22_10,2017,grass,LOW,"PERSISTENT VEGETATION, TYPE UNCERTAIN",0.0234778121775025,0.4120227038183695,21,3,40.0,True,False,0.7536342769701606,0.615450643776824
A_S2_only,C22_10_grass_E1,C22_10,2018,grass,LOW,"PERSISTENT VEGETATION, TYPE UNCERTAIN",0.0234778121775025,0.4120227038183695,24,4,52.0,False,False,0.8419117605293261,0.8224043779906911
A_S2_only,C22_10_grass_E1,C22_10,2019,grass,LOW,"PERSISTENT VEGETATION, TYPE UNCERTAIN",0.0234778121775025,0.4120227038183695,24,4,38.0,True,False,0.7746525187869656,0.6222392266111155
A_S2_only,C22_10_grass_E1,C22_10,2020,grass,LOW,"PERSISTENT VEGETATION, TYPE UNCERTAIN",0.0234778121775025,0.4120227038183695,28,3,45.0,True,False,0.7714167370295157,0.8435538387252536
A_S2_only,C22_10_grass_E1,C22_10,2021,grass,LOW,"PERSISTENT VEGETATION, TYPE UNCERTAIN",0.0234778121775025,0.4120227038183695,29,4,32.0,True,False,0.7883572667795405,0.7318796580016416
A_S2_only,C22_10_grass_E1,C22_10,2022,grass,LOW,"PERSISTENT VEGETATION, TYPE UNCERTAIN",0.0234778121775025,0.4120227038183695,24,2,52.0,False,False,0.8532352385112363,0.7499736544063762
A_S2_only,C22_10_grass_E1,C22_10,2023,grass,LOW,"PERSISTENT VEGETATION, TYPE UNCERTAIN",0.0234778121775025,0.4120227038183695,26,3,28.0,True,False,0.8727579677004431,0.8443232523549827
A_S2_only,C22_10_grass_E1,C22_10,2024,grass,LOW,"PERSISTENT VEGETATION, TYPE UNCERTAIN",0.0234778121775025,0.4120227038183695,29,5,30.0,True,False,0.85020077851762,0.6211620217288616
A_S2_only,C22_10_grass_E1,C22_10,2025,grass,LOW,"PERSISTENT VEGETATION, TYPE UNCERTAIN",0.0234778121775025,0.4120227038183695,33,6,23.0,True,False,0.8751508658187045,0.8730169809564774
A_S2_only,C24_04_tree_E1,C24_04,2017,tree,HIGH,MIXED / UNRELIABLE,0.0069659442724458,0.8341073271413829,10,2,55.0,False,False,0.8717554282657131,0.7657327983914695
A_S2_only,C24_04_tree_E1,C24_04,2018,tree,HIGH,MIXED / UNRELIABLE,0.0069659442724458,0.8341073271413829,14,0,95.0,False,False,0.8170731647336653,
A_S2_only,C24_04_tree_E1,C24_04,2019,tree,HIGH,MIXED / UNRELIABLE,0.0069659442724458,0.8341073271413829,12,2,50.0,False,False,0.8397791417398286,0.7697414139407212
A_S2_only,C24_04_tree_E1,C24_04,2020,tree,HIGH,MIXED / UNRELIABLE,0.0069659442724458,0.8341073271413829,15,1,75.0,False,False,0.7912213254955827,0.8035902851108765
A_S2_only,C24_04_tree_E1,C24_04,2021,tree,HIGH,MIXED / UNRELIABLE,0.0069659442724458,0.8341073271413829,12,1,100.0,False,False,0.8254522456398835,0.837675950883498
A_S2_only,C24_04_tree_E1,C24_04,2022,tree,HIGH,MIXED / UNRELIABLE,0.0069659442724458,0.8341073271413829,13,1,55.0,False,False,0.8760103757007781,0.7998984255967497
A_S2_only,C24_04_tree_E1,C24_04,2023,tree,HIGH,MIXED / UNRELIABLE,0.0069659442724458,0.8341073271413829,10,1,85.0,False,False,0.8041241958699291,0.7966101694915254
A_S2_only,C24_04_tree_E1,C24_04,2024,tree,HIGH,MIXED / UNRELIABLE,0.0069659442724458,0.8341073271413829,6,1,140.0,False,False,0.7546707628698843,0.825475841874085
A_S2_only,C24_04_tree_E1,C24_04,2025,tree,HIGH,MIXED / UNRELIABLE,0.0069659442724458,0.8341073271413829,15,0,92.0,False,False,0.8571267352530484,
A_S2_only,C24_04_grass_E1,C24_04,2017,grass,HIGH,MIXED / UNRELIABLE,0.0167698658410732,0.6710526315789473,2,0,,False,False,0.4044037022025868,
A_S2_only,C24_04_grass_E1,C24_04,2018,grass,HIGH,MIXED / UNRELIABLE,0.0167698658410732,0.6710526315789473,6,0,,False,False,0.309332697113956,
A_S2_only,C24_04_grass_E1,C24_04,2019,grass,HIGH,MIXED / UNRELIABLE,0.0167698658410732,0.6710526315789473,7,1,55.0,False,False,0.5775684714507776,0.4795312249157167
A_S2_only,C24_04_grass_E1,C24_04,2020,grass,HIGH,MIXED / UNRELIABLE,0.0167698658410732,0.6710526315789473,10,1,75.0,False,False,0.5540765079537006,0.5255636710066687
A_S2_only,C24_04_grass_E1,C24_04,2021,grass,HIGH,MIXED / UNRELIABLE,0.0167698658410732,0.6710526315789473,5,1,55.0,False,False,0.4348542748953532,0.5601496357550698
A_S2_only,C24_04_grass_E1,C24_04,2022,grass,HIGH,MIXED / UNRELIABLE,0.0167698658410732,0.6710526315789473,12,1,60.0,False,False,0.3687202692762089,-0.0104287369640787
A_S2_only,C24_04_grass_E1,C24_04,2023,grass,HIGH,MIXED / UNRELIABLE,0.0167698658410732,0.6710526315789473,9,1,125.0,False,False,0.3781309886236502,-0.3282773564463704
A_S2_only,C24_04_grass_E1,C24_04,2024,grass,HIGH,MIXED / UNRELIABLE,0.0167698658410732,0.6710526315789473,7,1,140.0,False,False,0.1818524225303886,-0.3841400617919672
A_S2_only,C24_04_grass_E1,C24_04,2025,grass,HIGH,MIXED / UNRELIABLE,0.0167698658410732,0.6710526315789473,12,0,127.0,False,False,0.59169160852461,
B_phase2_pooled,C01_07_tree_E1,C01_07,2017,tree,MEDIUM,PERSISTENT TREE,0.0445142707515056,0.3932966745221262,29,8,27.0,True,True,0.6519199075742558,0.5889748566473678
B_phase2_pooled,C01_07_tree_E1,C01_07,2018,tree,MEDIUM,PERSISTENT TREE,0.0445142707515056,0.3932966745221262,30,7,22.0,True,True,0.6955054973856952,0.6914402870322912
B_phase2_pooled,C01_07_tree_E1,C01_07,2019,tree,MEDIUM,PERSISTENT TREE,0.0445142707515056,0.3932966745221262,28,6,31.0,True,True,0.7291886055031179,0.6505500833802655
B_phase2_pooled,C01_07_tree_E1,C01_07,2020,tree,MEDIUM,PERSISTENT TREE,0.0445142707515056,0.3932966745221262,27,5,70.0,False,False,0.7111116240925796,0.6941911956238602
B_phase2_pooled,C01_07_tree_E1,C01_07,2021,tree,MEDIUM,PERSISTENT TREE,0.0445142707515056,0.3932966745221262,30,5,25.0,True,True,0.76044373674134,0.7133055623621661
B_phase2_pooled,C01_07_tree_E1,C01_07,2022,tree,MEDIUM,PERSISTENT TREE,0.0445142707515056,0.3932966745221262,35,7,55.0,False,False,0.8199960521888233,0.7808390732623668
B_phase2_pooled,C01_07_tree_E1,C01_07,2023,tree,MEDIUM,PERSISTENT TREE,0.0445142707515056,0.3932966745221262,31,5,32.0,True,True,0.8562279699898614,0.8111829568401667
B_phase2_pooled,C01_07_tree_E1,C01_07,2024,tree,MEDIUM,PERSISTENT TREE,0.0445142707515056,0.3932966745221262,24,5,50.0,False,False,0.8877798645658604,0.8766756032171581
B_phase2_pooled,C01_07_tree_E1,C01_07,2025,tree,MEDIUM,PERSISTENT TREE,0.0445142707515056,0.3932966745221262,33,6,25.0,True,True,0.9017086133677296,0.8158919458914362
B_phase2_pooled,C01_07_grass_E1,C01_07,2017,grass,MEDIUM,PERSISTENT GRASS,0.0308981408745744,0.4619010212097407,23,7,34.0,True,True,0.6356827783160398,0.5723486474881923
B_phase2_pooled,C01_07_grass_E1,C01_07,2018,grass,MEDIUM,PERSISTENT GRASS,0.0308981408745744,0.4619010212097407,33,7,22.0,True,True,0.7130506410424096,0.6896730669434353
B_phase2_pooled,C01_07_grass_E1,C01_07,2019,grass,MEDIUM,PERSISTENT GRASS,0.0308981408745744,0.4619010212097407,25,5,33.0,True,True,0.5939403979889297,0.4416433239962652
B_phase2_pooled,C01_07_grass_E1,C01_07,2020,grass,MEDIUM,PERSISTENT GRASS,0.0308981408745744,0.4619010212097407,21,5,70.0,False,False,0.6676354029062087,0.6191478169384533
B_phase2_pooled,C01_07_grass_E1,C01_07,2021,grass,MEDIUM,PERSISTENT GRASS,0.0308981408745744,0.4619010212097407,31,5,20.0,True,True,0.6829583656581328,0.5864282439248051
B_phase2_pooled,C01_07_grass_E1,C01_07,2022,grass,MEDIUM,PERSISTENT GRASS,0.0308981408745744,0.4619010212097407,36,7,40.0,True,True,0.7463784487150106,0.7018696311268318
B_phase2_pooled,C01_07_grass_E1,C01_07,2023,grass,MEDIUM,PERSISTENT GRASS,0.0308981408745744,0.4619010212097407,30,4,27.0,True,True,0.8052930947595491,0.7677229520727277
B_phase2_pooled,C01_07_grass_E1,C01_07,2024,grass,MEDIUM,PERSISTENT GRASS,0.0308981408745744,0.4619010212097407,25,5,35.0,True,True,0.7898430296219456,0.76390556222489
B_phase2_pooled,C01_07_grass_E1,C01_07,2025,grass,MEDIUM,PERSISTENT GRASS,0.0308981408745744,0.4619010212097407,35,6,25.0,True,True,0.8379905502688133,0.8367578226534254
B_phase2_pooled,C03_13_tree_E1,C03_13,2017,tree,HIGH,PERSISTENT TREE,0.0350877192982456,0.0727939251112856,28,7,39.0,True,True,0.709958850341553,0.6797653958944282
B_phase2_pooled,C03_13_tree_E1,C03_13,2018,tree,HIGH,PERSISTENT TREE,0.0350877192982456,0.0727939251112856,35,7,22.0,True,True,0.7434335953524652,0.7487040236978524
