sensor_strategy,patch_id,block_id,year,vegetation_type,validation_confidence,validation_status,built_fraction_1000m,crop_context_1000m,n_observations,summer_observations,max_active_season_gap_days,temporal_qc_pass,include_confirmatory,peak_NDVI,summer_NDVI
B_phase2_pooled,C10_08_tree_E1,C10_08,2017,tree,HIGH,PERSISTENT TREE,0.7745483110761979,0.0065462162869861,26,6,37.0,True,True,0.8072077928124988,0.7594966035778328
B_phase2_pooled,C10_08_tree_E1,C10_08,2018,tree,HIGH,PERSISTENT TREE,0.7745483110761979,0.0065462162869861,32,5,27.0,True,True,0.8423549377511169,0.7427496125747178
B_phase2_pooled,C10_08_tree_E1,C10_08,2019,tree,HIGH,PERSISTENT TREE,0.7745483110761979,0.0065462162869861,26,7,33.0,True,True,0.8076640959116359,0.721627635281318
B_phase2_pooled,C10_08_tree_E1,C10_08,2020,tree,HIGH,PERSISTENT TREE,0.7745483110761979,0.0065462162869861,30,5,45.0,True,True,0.8412997246765179,0.8372181007687907
B_phase2_pooled,C10_08_tree_E1,C10_08,2021,tree,HIGH,PERSISTENT TREE,0.7745483110761979,0.0065462162869861,30,6,40.0,True,True,0.8490412076703387,0.7640617879159972
B_phase2_pooled,C10_08_tree_E1,C10_08,2022,tree,HIGH,PERSISTENT TREE,0.7745483110761979,0.0065462162869861,31,6,48.0,False,False,0.8562751872546612,0.8044976250464129
B_phase2_pooled,C10_08_tree_E1,C10_08,2023,tree,HIGH,PERSISTENT TREE,0.7745483110761979,0.0065462162869861,29,3,35.0,True,True,0.858436933745778,0.5965082444228904
B_phase2_pooled,C10_08_tree_E1,C10_08,2024,tree,HIGH,PERSISTENT TREE,0.7745483110761979,0.0065462162869861,23,4,36.0,True,True,0.8815373556460395,0.8059327408411305
B_phase2_pooled,C10_08_tree_E1,C10_08,2025,tree,HIGH,PERSISTENT TREE,0.7745483110761979,0.0065462162869861,36,5,31.0,True,True,0.9021294592233189,0.8839657282741739
B_phase2_pooled,C10_08_grass_E1,C10_08,2017,grass,HIGH,MAJOR LAND-COVER CHANGE,0.5074626865671642,0.0528934275988478,27,6,50.0,False,False,0.4349497567963336,0.425544881023214
B_phase2_pooled,C10_08_grass_E1,C10_08,2018,grass,HIGH,MAJOR LAND-COVER CHANGE,0.5074626865671642,0.0528934275988478,29,7,33.0,True,False,0.4809720311783585,0.44859725364144426
B_phase2_pooled,C10_08_grass_E1,C10_08,2019,grass,HIGH,MAJOR LAND-COVER CHANGE,0.5074626865671642,0.0528934275988478,25,4,31.0,True,False,0.5082180214220697,0.5078640284119736
B_phase2_pooled,C10_08_grass_E1,C10_08,2020,grass,HIGH,MAJOR LAND-COVER CHANGE,0.5074626865671642,0.0528934275988478,29,4,35.0,True,False,0.5011266543994282,0.5029225688434665
B_phase2_pooled,C10_08_grass_E1,C10_08,2021,grass,HIGH,MAJOR LAND-COVER CHANGE,0.5074626865671642,0.0528934275988478,33,7,40.0,True,False,0.5281093270044567,0.4799807042932947
B_phase2_pooled,C10_08_grass_E1,C10_08,2022,grass,HIGH,MAJOR LAND-COVER CHANGE,0.5074626865671642,0.0528934275988478,32,6,45.0,True,False,0.5168152217043345,0.4782608695652173
B_phase2_pooled,C10_08_grass_E1,C10_08,2023,grass,HIGH,MAJOR LAND-COVER CHANGE,0.5074626865671642,0.0528934275988478,28,1,48.0,False,False,0.5823835018483107,0.5365399946850917
B_phase2_pooled,C10_08_grass_E1,C10_08,2024,grass,HIGH,MAJOR LAND-COVER CHANGE,0.5074626865671642,0.0528934275988478,25,5,62.0,False,False,0.6835005684568367,0.5834242200429669
B_phase2_pooled,C10_08_grass_E1,C10_08,2025,grass,HIGH,MAJOR LAND-COVER CHANGE,0.5074626865671642,0.0528934275988478,34,5,32.0,True,False,0.6800827902770206,0.6320956401122408
B_phase2_pooled,C11_07_tree_E1,C11_07,2017,tree,MEDIUM,PERSISTENT TREE,0.6116784498559832,0.0013092432573972,18,5,40.0,True,True,0.7048430730802893,0.6909201288461071
B_phase2_pooled,C11_07_tree_E1,C11_07,2018,tree,MEDIUM,PERSISTENT TREE,0.6116784498559832,0.0013092432573972,15,2,63.0,False,False,0.676381264993459,0.6583864940998785
B_phase2_pooled,C11_07_tree_E1,C11_07,2019,tree,MEDIUM,PERSISTENT TREE,0.6116784498559832,0.0013092432573972,18,6,52.0,False,False,0.7157628462115493,0.6791204366324505
B_phase2_pooled,C11_07_tree_E1,C11_07,2020,tree,MEDIUM,PERSISTENT TREE,0.6116784498559832,0.0013092432573972,15,3,51.0,False,False,0.7741546542418314,0.7148734295342818
B_phase2_pooled,C11_07_tree_E1,C11_07,2021,tree,MEDIUM,PERSISTENT TREE,0.6116784498559832,0.0013092432573972,17,3,32.0,True,True,0.7378174548422974,0.6224757876275566
B_phase2_pooled,C11_07_tree_E1,C11_07,2022,tree,MEDIUM,PERSISTENT TREE,0.6116784498559832,0.0013092432573972,23,5,24.0,True,True,0.6995494024721763,0.7050828719398037
B_phase2_pooled,C11_07_tree_E1,C11_07,2023,tree,MEDIUM,PERSISTENT TREE,0.6116784498559832,0.0013092432573972,26,3,32.0,True,True,0.7324762420769296,0.5878159647881058
B_phase2_pooled,C11_07_tree_E1,C11_07,2024,tree,MEDIUM,PERSISTENT TREE,0.6116784498559832,0.0013092432573972,18,4,40.0,True,True,0.733739744263841,0.5458044649730561
B_phase2_pooled,C11_07_tree_E1,C11_07,2025,tree,MEDIUM,PERSISTENT TREE,0.6116784498559832,0.0013092432573972,26,4,40.0,True,True,0.7511199398964489,0.7689502182262502
B_phase2_pooled,C11_07_grass_E1,C11_07,2017,grass,HIGH,PERSISTENT GRASS,0.7224404294317884,0.0041895784236711,17,4,40.0,True,True,0.62353906487962,0.388616170571611
B_phase2_pooled,C11_07_grass_E1,C11_07,2018,grass,HIGH,PERSISTENT GRASS,0.7224404294317884,0.0041895784236711,17,2,32.0,False,False,0.6485681557846507,0.5077596243870686
B_phase2_pooled,C11_07_grass_E1,C11_07,2019,grass,HIGH,PERSISTENT GRASS,0.7224404294317884,0.0041895784236711,19,4,31.0,True,True,0.6590573454654388,0.4652475394496756
B_phase2_pooled,C11_07_grass_E1,C11_07,2020,grass,HIGH,PERSISTENT GRASS,0.7224404294317884,0.0041895784236711,17,3,51.0,False,False,0.6312863702958754,0.5854605780200729
B_phase2_pooled,C11_07_grass_E1,C11_07,2021,grass,HIGH,PERSISTENT GRASS,0.7224404294317884,0.0041895784236711,22,2,64.0,False,False,0.6546012570788896,0.42097917966302506
B_phase2_pooled,C11_07_grass_E1,C11_07,2022,grass,HIGH,PERSISTENT GRASS,0.7224404294317884,0.0041895784236711,23,4,27.0,True,True,0.6897020877316444,0.5840509779409245
B_phase2_pooled,C11_07_grass_E1,C11_07,2023,grass,HIGH,PERSISTENT GRASS,0.7224404294317884,0.0041895784236711,26,3,27.0,True,True,0.6974245959770337,0.5148883301094571
B_phase2_pooled,C11_07_grass_E1,C11_07,2024,grass,HIGH,PERSISTENT GRASS,0.7224404294317884,0.0041895784236711,18,4,51.0,False,False,0.6475113710884574,0.4413697664670142
B_phase2_pooled,C11_07_grass_E1,C11_07,2025,grass,HIGH,PERSISTENT GRASS,0.7224404294317884,0.0041895784236711,23,2,48.0,False,False,0.6728556602600635,0.5766102690910845
B_phase2_pooled,C11_09_tree_E1,C11_09,2017,tree,HIGH,PERSISTENT TREE,0.6679759099240639,0.0039277297721916,18,5,37.0,True,True,0.6703674854728574,0.5836177474402731
B_phase2_pooled,C11_09_tree_E1,C11_09,2018,tree,HIGH,PERSISTENT TREE,0.6679759099240639,0.0039277297721916,26,7,36.0,True,True,0.6562640472821111,0.5232527238905129
B_phase2_pooled,C11_09_tree_E1,C11_09,2019,tree,HIGH,PERSISTENT TREE,0.6679759099240639,0.0039277297721916,21,5,31.0,True,True,0.6951151438959129,0.6004048514612269
B_phase2_pooled,C11_09_tree_E1,C11_09,2020,tree,HIGH,PERSISTENT TREE,0.6679759099240639,0.0039277297721916,20,5,35.0,True,True,0.7053847353757444,0.6950875211744778
B_phase2_pooled,C11_09_tree_E1,C11_09,2021,tree,HIGH,PERSISTENT TREE,0.6679759099240639,0.0039277297721916,22,7,25.0,True,True,0.67428531301644,0.5938651419690469
B_phase2_pooled,C11_09_tree_E1,C11_09,2022,tree,HIGH,PERSISTENT TREE,0.6679759099240639,0.0039277297721916,32,6,40.0,True,True,0.7937706889992434,0.7077409680377471
B_phase2_pooled,C11_09_tree_E1,C11_09,2023,tree,HIGH,PERSISTENT TREE,0.6679759099240639,0.0039277297721916,32,4,35.0,True,True,0.8058410489358762,0.6296633477211488
B_phase2_pooled,C11_09_tree_E1,C11_09,2024,tree,HIGH,PERSISTENT TREE,0.6679759099240639,0.0039277297721916,23,5,63.0,False,False,0.7618608150092906,0.7041270533462565
B_phase2_pooled,C11_09_tree_E1,C11_09,2025,tree,HIGH,PERSISTENT TREE,0.6679759099240639,0.0039277297721916,32,3,43.0,True,True,0.7902642244732181,0.7556420233463034
B_phase2_pooled,C11_09_grass_E1,C11_09,2017,grass,HIGH,PERSISTENT GRASS,0.6805446451950773,0.0120450379680544,25,5,37.0,True,True,0.6926204192591368,0.6576263831633761
B_phase2_pooled,C11_09_grass_E1,C11_09,2018,grass,HIGH,PERSISTENT GRASS,0.6805446451950773,0.0120450379680544,33,6,27.0,True,True,0.7528680919586305,0.6758700675392861
B_phase2_pooled,C11_09_grass_E1,C11_09,2019,grass,HIGH,PERSISTENT GRASS,0.6805446451950773,0.0120450379680544,29,7,31.0,True,True,0.7665896135746006,0.6483547601962555
B_phase2_pooled,C11_09_grass_E1,C11_09,2020,grass,HIGH,PERSISTENT GRASS,0.6805446451950773,0.0120450379680544,31,5,45.0,True,True,0.8091397849462364,0.7441039925719591
B_phase2_pooled,C11_09_grass_E1,C11_09,2021,grass,HIGH,PERSISTENT GRASS,0.6805446451950773,0.0120450379680544,35,7,20.0,True,True,0.7340371482940602,0.6706611534870823
B_phase2_pooled,C11_09_grass_E1,C11_09,2022,grass,HIGH,PERSISTENT GRASS,0.6805446451950773,0.0120450379680544,31,6,60.0,False,False,0.7659549532676052,0.6592994327034973
B_phase2_pooled,C11_09_grass_E1,C11_09,2023,grass,HIGH,PERSISTENT GRASS,0.6805446451950773,0.0120450379680544,28,3,43.0,True,True,0.7445284520493433,0.6795580110497237
B_phase2_pooled,C11_09_grass_E1,C11_09,2024,grass,HIGH,PERSISTENT GRASS,0.6805446451950773,0.0120450379680544,26,5,32.0,True,True,0.738377781922985,0.6317632187648397
B_phase2_pooled,C11_09_grass_E1,C11_09,2025,grass,HIGH,PERSISTENT GRASS,0.6805446451950773,0.0120450379680544,34,4,31.0,True,True,0.776395555172711,0.6457540880348802
B_phase2_pooled,C12_10_tree_E1,C12_10,2017,tree,HIGH,PERSISTENT TREE,0.8994501178318932,0.0028803351662738,22,5,50.0,False,False,0.7108731859064102,0.6395537752908009
B_phase2_pooled,C12_10_tree_E1,C12_10,2018,tree,HIGH,PERSISTENT TREE,0.8994501178318932,0.0028803351662738,26,2,40.0,False,False,0.7680711561160287,0.7557177172664837
B_phase2_pooled,C12_10_tree_E1,C12_10,2019,tree,HIGH,PERSISTENT TREE,0.8994501178318932,0.0028803351662738,25,4,31.0,True,True,0.7560250599840043,0.6650121133721599
B_phase2_pooled,C12_10_tree_E1,C12_10,2020,tree,HIGH,PERSISTENT TREE,0.8994501178318932,0.0028803351662738,27,5,45.0,True,True,0.8228426822404052,0.7358684480986639
B_phase2_pooled,C12_10_tree_E1,C12_10,2021,tree,HIGH,PERSISTENT TREE,0.8994501178318932,0.0028803351662738,28,6,38.0,True,True,0.7627285680134119,0.6923759112681283
B_phase2_pooled,C12_10_tree_E1,C12_10,2022,tree,HIGH,PERSISTENT TREE,0.8994501178318932,0.0028803351662738,32,4,27.0,True,True,0.8528315420533541,0.8127771440796849
B_phase2_pooled,C12_10_tree_E1,C12_10,2023,tree,HIGH,PERSISTENT TREE,0.8994501178318932,0.0028803351662738,25,2,35.0,False,False,0.8352983321435524,0.7052747365666636
B_phase2_pooled,C12_10_tree_E1,C12_10,2024,tree,HIGH,PERSISTENT TREE,0.8994501178318932,0.0028803351662738,23,3,35.0,True,True,0.8293788336342885,0.7311313496948844
B_phase2_pooled,C12_10_tree_E1,C12_10,2025,tree,HIGH,PERSISTENT TREE,0.8994501178318932,0.0028803351662738,36,4,32.0,True,True,0.8162357240265075,0.6308045158796711
B_phase2_pooled,C12_10_grass_E1,C12_10,2017,grass,HIGH,MIXED / UNRELIABLE,0.5904687090861482,0.0523697302958889,25,4,37.0,True,False,0.4879953710818516,0.4848055630826193
B_phase2_pooled,C12_10_grass_E1,C12_10,2018,grass,HIGH,MIXED / UNRELIABLE,0.5904687090861482,0.0523697302958889,27,2,40.0,False,False,0.6273080378920973,0.37851395557980116
B_phase2_pooled,C12_10_grass_E1,C12_10,2019,grass,HIGH,MIXED / UNRELIABLE,0.5904687090861482,0.0523697302958889,26,6,31.0,True,False,0.43098319161991583,0.35660419599524684
B_phase2_pooled,C12_10_grass_E1,C12_10,2020,grass,HIGH,MIXED / UNRELIABLE,0.5904687090861482,0.0523697302958889,27,4,45.0,True,False,0.5590642370751703,0.5669006598711068
B_phase2_pooled,C12_10_grass_E1,C12_10,2021,grass,HIGH,MIXED / UNRELIABLE,0.5904687090861482,0.0523697302958889,29,5,36.0,True,False,0.5312450715916165,0.4595934556271691
B_phase2_pooled,C12_10_grass_E1,C12_10,2022,grass,HIGH,MIXED / UNRELIABLE,0.5904687090861482,0.0523697302958889,31,5,60.0,False,False,0.5090137857900318,0.4799824021117466
B_phase2_pooled,C12_10_grass_E1,C12_10,2023,grass,HIGH,MIXED / UNRELIABLE,0.5904687090861482,0.0523697302958889,26,3,33.0,True,False,0.5406317820110924,0.4627922277661933
B_phase2_pooled,C12_10_grass_E1,C12_10,2024,grass,HIGH,MIXED / UNRELIABLE,0.5904687090861482,0.0523697302958889,19,2,63.0,False,False,0.49741823105026084,0.4594993215402964
B_phase2_pooled,C12_10_grass_E1,C12_10,2025,grass,HIGH,MIXED / UNRELIABLE,0.5904687090861482,0.0523697302958889,32,4,32.0,True,False,0.5449080441335432,0.4838654915150393
B_phase2_pooled,C14_08_tree_E1,C14_08,2017,tree,MEDIUM,"PERSISTENT VEGETATION, TYPE UNCERTAIN",0.6334118879287771,0.0371825085100811,24,6,37.0,True,False,0.7132026258441899,0.6420816904948026
B_phase2_pooled,C14_08_tree_E1,C14_08,2018,tree,MEDIUM,"PERSISTENT VEGETATION, TYPE UNCERTAIN",0.6334118879287771,0.0371825085100811,30,6,23.0,True,False,0.7619441405125252,0.7147668982967187
B_phase2_pooled,C14_08_tree_E1,C14_08,2019,tree,MEDIUM,"PERSISTENT VEGETATION, TYPE UNCERTAIN",0.6334118879287771,0.0371825085100811,29,7,31.0,True,False,0.7215192378470022,0.6369548612138625
B_phase2_pooled,C14_08_tree_E1,C14_08,2020,tree,MEDIUM,"PERSISTENT VEGETATION, TYPE UNCERTAIN",0.6334118879287771,0.0371825085100811,31,5,33.0,True,False,0.6815561959654177,0.5851432168712621
B_phase2_pooled,C14_08_tree_E1,C14_08,2021,tree,MEDIUM,"PERSISTENT VEGETATION, TYPE UNCERTAIN",0.6334118879287771,0.0371825085100811,27,6,35.0,True,False,0.7115544432773722,0.6489539173808991
B_phase2_pooled,C14_08_tree_E1,C14_08,2022,tree,MEDIUM,"PERSISTENT VEGETATION, TYPE UNCERTAIN",0.6334118879287771,0.0371825085100811,34,6,27.0,True,False,0.7265515671601894,0.6495133437067062
B_phase2_pooled,C14_08_tree_E1,C14_08,2023,tree,MEDIUM,"PERSISTENT VEGETATION, TYPE UNCERTAIN",0.6334118879287771,0.0371825085100811,30,7,24.0,True,False,0.6853922161137859,0.633781763826607
B_phase2_pooled,C14_08_tree_E1,C14_08,2024,tree,MEDIUM,"PERSISTENT VEGETATION, TYPE UNCERTAIN",0.6334118879287771,0.0371825085100811,24,3,55.0,False,False,0.6793974199473876,0.589842553225237
B_phase2_pooled,C14_08_tree_E1,C14_08,2025,tree,MEDIUM,"PERSISTENT VEGETATION, TYPE UNCERTAIN",0.6334118879287771,0.0371825085100811,36,4,32.0,True,False,0.7035674781679393,0.660193166703679
B_phase2_pooled,C14_08_grass_E1,C14_08,2017,grass,HIGH,MAJOR LAND-COVER CHANGE,0.755695208169678,0.0222571353757528,28,7,37.0,True,False,0.3794229274512293,0.2979591836734694
B_phase2_pooled,C14_08_grass_E1,C14_08,2018,grass,HIGH,MAJOR LAND-COVER CHANGE,0.755695208169678,0.0222571353757528,30,4,27.0,True,False,0.38829600209632836,0.32496215840288
B_phase2_pooled,C14_08_grass_E1,C14_08,2019,grass,HIGH,MAJOR LAND-COVER CHANGE,0.755695208169678,0.0222571353757528,26,6,33.0,True,False,0.37373898980464054,0.3024430483678184
B_phase2_pooled,C14_08_grass_E1,C14_08,2020,grass,HIGH,MAJOR LAND-COVER CHANGE,0.755695208169678,0.0222571353757528,29,4,45.0,True,False,0.35378810996754234,0.29205442071797244
B_phase2_pooled,C14_08_grass_E1,C14_08,2021,grass,HIGH,MAJOR LAND-COVER CHANGE,0.755695208169678,0.0222571353757528,28,3,45.0,True,False,0.34781838936539944,0.3085465958474168
B_phase2_pooled,C14_08_grass_E1,C14_08,2022,grass,HIGH,MAJOR LAND-COVER CHANGE,0.755695208169678,0.0222571353757528,32,6,27.0,True,False,0.38930103029929886,0.32401578338255244
B_phase2_pooled,C14_08_grass_E1,C14_08,2023,grass,HIGH,MAJOR LAND-COVER CHANGE,0.755695208169678,0.0222571353757528,30,5,27.0,True,False,0.3574430485155112,0.3347689701027026
B_phase2_pooled,C14_08_grass_E1,C14_08,2024,grass,HIGH,MAJOR LAND-COVER CHANGE,0.755695208169678,0.0222571353757528,25,4,59.0,False,False,0.37195199903515647,0.254447437660519
B_phase2_pooled,C14_08_grass_E1,C14_08,2025,grass,HIGH,MAJOR LAND-COVER CHANGE,0.755695208169678,0.0222571353757528,34,4,32.0,True,False,0.5223096663815228,0.3861512257590139
B_phase2_pooled,C15_06_tree_E1,C15_06,2017,tree,HIGH,PERSISTENT TREE,0.4697564807541241,0.0905996334118879,17,5,48.0,False,False,0.6116915972128594,0.5441448097524935
B_phase2_pooled,C15_06_tree_E1,C15_06,2018,tree,HIGH,PERSISTENT TREE,0.4697564807541241,0.0905996334118879,16,2,63.0,False,False,0.6055046624950831,0.6307305404225956
B_phase2_pooled,C15_06_tree_E1,C15_06,2019,tree,HIGH,PERSISTENT TREE,0.4697564807541241,0.0905996334118879,19,5,35.0,True,True,0.6492941802217433,0.6474346670736256
B_phase2_pooled,C15_06_tree_E1,C15_06,2020,tree,HIGH,PERSISTENT TREE,0.4697564807541241,0.0905996334118879,16,3,51.0,False,False,0.7119362872322311,0.6803654634436349
B_phase2_pooled,C15_06_tree_E1,C15_06,2021,tree,HIGH,PERSISTENT TREE,0.4697564807541241,0.0905996334118879,16,1,70.0,False,False,0.7582081115455274,0.7558528428093645
B_phase2_pooled,C15_06_tree_E1,C15_06,2022,tree,HIGH,PERSISTENT TREE,0.4697564807541241,0.0905996334118879,22,3,27.0,True,True,0.7271356855125374,0.6938262087878151
B_phase2_pooled,C15_06_tree_E1,C15_06,2023,tree,HIGH,PERSISTENT TREE,0.4697564807541241,0.0905996334118879,24,3,48.0,False,False,0.7835161437951894,0.6888067010920562
B_phase2_pooled,C15_06_tree_E1,C15_06,2024,tree,HIGH,PERSISTENT TREE,0.4697564807541241,0.0905996334118879,12,4,76.0,False,False,0.726120009648914,0.7168261023108013
B_phase2_pooled,C15_06_tree_E1,C15_06,2025,tree,HIGH,PERSISTENT TREE,0.4697564807541241,0.0905996334118879,25,4,32.0,True,True,0.757744232438303,0.6781021807908967
B_phase2_pooled,C15_06_grass_E1,C15_06,2017,grass,HIGH,PERSISTENT GRASS,0.2901283058392249,0.1175700445142707,16,3,55.0,False,False,0.6926766493038121,0.6374735247179717
B_phase2_pooled,C15_06_grass_E1,C15_06,2018,grass,HIGH,PERSISTENT GRASS,0.2901283058392249,0.1175700445142707,15,3,56.0,False,False,0.7063600992842033,0.6404268965728144
B_phase2_pooled,C15_06_grass_E1,C15_06,2019,grass,HIGH,PERSISTENT GRASS,0.2901283058392249,0.1175700445142707,20,4,31.0,True,True,0.7576291370949888,0.6089429839649002
B_phase2_pooled,C15_06_grass_E1,C15_06,2020,grass,HIGH,PERSISTENT GRASS,0.2901283058392249,0.1175700445142707,17,3,45.0,True,True,0.7920640083798537,0.6574039632038422
B_phase2_pooled,C15_06_grass_E1,C15_06,2021,grass,HIGH,PERSISTENT GRASS,0.2901283058392249,0.1175700445142707,19,2,44.0,False,False,0.7707472636943,0.6897841490875878
B_phase2_pooled,C15_06_grass_E1,C15_06,2022,grass,HIGH,PERSISTENT GRASS,0.2901283058392249,0.1175700445142707,20,3,48.0,False,False,0.7331967058300255,0.6612063072403618
B_phase2_pooled,C15_06_grass_E1,C15_06,2023,grass,HIGH,PERSISTENT GRASS,0.2901283058392249,0.1175700445142707,26,4,43.0,True,True,0.7801072247935209,0.6263438870658325
B_phase2_pooled,C15_06_grass_E1,C15_06,2024,grass,HIGH,PERSISTENT GRASS,0.2901283058392249,0.1175700445142707,16,3,48.0,False,False,0.6914013498485766,0.6538064282989511
B_phase2_pooled,C15_06_grass_E1,C15_06,2025,grass,HIGH,PERSISTENT GRASS,0.2901283058392249,0.1175700445142707,27,4,32.0,True,True,0.7648587865141772,0.6336547049925894
B_phase2_pooled,C15_12_tree_E1,C15_12,2017,tree,HIGH,MIXED / UNRELIABLE,0.2579209217072532,0.2767740246137732,28,7,37.0,True,False,0.7606023636757835,0.7149281216193042
B_phase2_pooled,C15_12_tree_E1,C15_12,2018,tree,HIGH,MIXED / UNRELIABLE,0.2579209217072532,0.2767740246137732,31,7,52.0,False,False,0.7787571617452621,0.7137410293129647
B_phase2_pooled,C15_12_tree_E1,C15_12,2019,tree,HIGH,MIXED / UNRELIABLE,0.2579209217072532,0.2767740246137732,30,8,31.0,True,False,0.8108826421943309,0.7239104165487177
B_phase2_pooled,C15_12_tree_E1,C15_12,2020,tree,HIGH,MIXED / UNRELIABLE,0.2579209217072532,0.2767740246137732,28,4,37.0,True,False,0.8156388787132878,0.7632942199862764
B_phase2_pooled,C15_12_tree_E1,C15_12,2021,tree,HIGH,MIXED / UNRELIABLE,0.2579209217072532,0.2767740246137732,28,4,41.0,True,False,0.7932599661356257,0.7778550440744367
B_phase2_pooled,C15_12_tree_E1,C15_12,2022,tree,HIGH,MIXED / UNRELIABLE,0.2579209217072532,0.2767740246137732,31,5,40.0,True,False,0.7821619399917797,0.7740890503838465
B_phase2_pooled,C15_12_tree_E1,C15_12,2023,tree,HIGH,MIXED / UNRELIABLE,0.2579209217072532,0.2767740246137732,32,5,33.0,True,False,0.7679107899517814,0.7725468709571346
B_phase2_pooled,C15_12_tree_E1,C15_12,2024,tree,HIGH,MIXED / UNRELIABLE,0.2579209217072532,0.2767740246137732,30,6,35.0,True,False,0.7602196076555509,0.755281824559584
B_phase2_pooled,C15_12_tree_E1,C15_12,2025,tree,HIGH,MIXED / UNRELIABLE,0.2579209217072532,0.2767740246137732,35,6,20.0,True,False,0.7673566634717272,0.6937002188221136
B_phase2_pooled,C15_12_grass_E1,C15_12,2017,grass,LOW,"PERSISTENT VEGETATION, TYPE UNCERTAIN",0.1039539146373396,0.2382822728462948,27,6,37.0,True,False,0.6452944458359133,0.5714483029420119
B_phase2_pooled,C15_12_grass_E1,C15_12,2018,grass,LOW,"PERSISTENT VEGETATION, TYPE UNCERTAIN",0.1039539146373396,0.2382822728462948,29,6,30.0,True,False,0.6527004353448634,0.5948753195811298
B_phase2_pooled,C15_12_grass_E1,C15_12,2019,grass,LOW,"PERSISTENT VEGETATION, TYPE UNCERTAIN",0.1039539146373396,0.2382822728462948,29,8,31.0,True,False,0.685915638446963,0.5513966500055159
B_phase2_pooled,C15_12_grass_E1,C15_12,2020,grass,LOW,"PERSISTENT VEGETATION, TYPE UNCERTAIN",0.1039539146373396,0.2382822728462948,28,5,45.0,True,False,0.5976768120831671,0.4895287958115183
B_phase2_pooled,C15_12_grass_E1,C15_12,2021,grass,LOW,"PERSISTENT VEGETATION, TYPE UNCERTAIN",0.1039539146373396,0.2382822728462948,31,5,25.0,True,False,0.5814391708868214,0.4390640233994149
B_phase2_pooled,C15_12_grass_E1,C15_12,2022,grass,LOW,"PERSISTENT VEGETATION, TYPE UNCERTAIN",0.1039539146373396,0.2382822728462948,32,6,37.0,True,False,0.711941717013613,0.5444850530342471
B_phase2_pooled,C15_12_grass_E1,C15_12,2023,grass,LOW,"PERSISTENT VEGETATION, TYPE UNCERTAIN",0.1039539146373396,0.2382822728462948,30,4,38.0,True,False,0.7491102364060622,0.44323143515595065
B_phase2_pooled,C15_12_grass_E1,C15_12,2024,grass,LOW,"PERSISTENT VEGETATION, TYPE UNCERTAIN",0.1039539146373396,0.2382822728462948,31,6,35.0,True,False,0.7005674378000873,0.6157809225500057
B_phase2_pooled,C15_12_grass_E1,C15_12,2025,grass,LOW,"PERSISTENT VEGETATION, TYPE UNCERTAIN",0.1039539146373396,0.2382822728462948,35,5,18.0,True,False,0.7229157158709493,0.6859504132231405
B_phase2_pooled,C16_07_tree_E1,C16_07,2017,tree,HIGH,MAJOR LAND-COVER CHANGE,0.6852579209217072,0.0102120974076983,17,5,37.0,True,False,0.6332860060056982,0.5884169797674719
B_phase2_pooled,C16_07_tree_E1,C16_07,2018,tree,HIGH,MAJOR LAND-COVER CHANGE,0.6852579209217072,0.0102120974076983,14,2,55.0,False,False,0.6392129470283838,0.52905612774889
B_phase2_pooled,C16_07_tree_E1,C16_07,2019,tree,HIGH,MAJOR LAND-COVER CHANGE,0.6852579209217072,0.0102120974076983,18,3,43.0,True,False,0.6157141219043845,0.608890132824645
B_phase2_pooled,C16_07_tree_E1,C16_07,2020,tree,HIGH,MAJOR LAND-COVER CHANGE,0.6852579209217072,0.0102120974076983,16,1,70.0,False,False,0.5667915757487455,0.500266781868592
B_phase2_pooled,C16_07_tree_E1,C16_07,2021,tree,HIGH,MAJOR LAND-COVER CHANGE,0.6852579209217072,0.0102120974076983,18,2,44.0,False,False,0.4869051904735054,0.47606963983566225
B_phase2_pooled,C16_07_tree_E1,C16_07,2022,tree,HIGH,MAJOR LAND-COVER CHANGE,0.6852579209217072,0.0102120974076983,22,3,30.0,True,False,0.4689782602723168,0.4407489457775611
B_phase2_pooled,C16_07_tree_E1,C16_07,2023,tree,HIGH,MAJOR LAND-COVER CHANGE,0.6852579209217072,0.0102120974076983,23,3,53.0,False,False,0.6070380814234386,0.478849407783418
B_phase2_pooled,C16_07_tree_E1,C16_07,2024,tree,HIGH,MAJOR LAND-COVER CHANGE,0.6852579209217072,0.0102120974076983,16,3,48.0,False,False,0.6557493778630876,0.6234774713617526
B_phase2_pooled,C16_07_tree_E1,C16_07,2025,tree,HIGH,MAJOR LAND-COVER CHANGE,0.6852579209217072,0.0102120974076983,23,2,48.0,False,False,0.5764921304412599,0.43528903030617244
B_phase2_pooled,C16_07_grass_E1,C16_07,2017,grass,HIGH,MIXED / UNRELIABLE,0.4357161560617962,0.1652264990835297,20,5,37.0,True,False,0.34954444269404816,0.2168067226890756
B_phase2_pooled,C16_07_grass_E1,C16_07,2018,grass,HIGH,MIXED / UNRELIABLE,0.4357161560617962,0.1652264990835297,16,2,63.0,False,False,0.36345864297374064,0.3290569798422573
B_phase2_pooled,C16_07_grass_E1,C16_07,2019,grass,HIGH,MIXED / UNRELIABLE,0.4357161560617962,0.1652264990835297,20,5,32.0,True,False,0.3835237572180882,0.3816039824235682
