patch_id,block_id,date_landsat,date_sentinel2,year,vegetation_type,s2_platform,landsat_platform,sentinel2_item_id,landsat_item_id,time_difference_days,absolute_time_difference_days,s2_ndvi,landsat_ndvi,s2_valid_sample_points,landsat_valid_sample_points,atmospheric_qa_metadata
C09_15_grass_E1,C09_15,2020-05-12,2020-05-13,2020,grass,S2A,Landsat 8,S2A_MSIL2A_20200513T023551_R089_T51RUQ_20200918T000035,LC08_L2SP_118039_20200512_02_T1,1,1,0.424026330224904,0.3211983870430233,3,2,S2 SCL clear categories and Landsat QA_PIXEL bits 0-5 applied upstream; scene-level values retained in raw point tables
C09_15_grass_E1,C09_15,2020-08-16,2020-08-18,2020,grass,S2A,Landsat 8,S2A_MSIL2A_20200818T022601_R046_T51RUQ_20200822T145839,LC08_L2SP_118038_20200816_02_T1,2,2,0.3606483565961279,0.4278796538858457,3,3,S2 SCL clear categories and Landsat QA_PIXEL bits 0-5 applied upstream; scene-level values retained in raw point tables
C09_15_grass_E1,C09_15,2020-08-16,2020-08-18,2020,grass,S2A,Landsat 8,S2A_MSIL2A_20200818T022601_R046_T51RUQ_20200822T145839,LC08_L2SP_118039_20200816_02_T1,2,2,0.3606483565961279,0.4279338721278611,3,3,S2 SCL clear categories and Landsat QA_PIXEL bits 0-5 applied upstream; scene-level values retained in raw point tables
C09_15_grass_E1,C09_15,2020-09-09,2020-09-07,2020,grass,S2A,Landsat 7,S2A_MSIL2A_20200907T022551_R046_T51RUQ_20200911T192646,LE07_L2SP_118038_20200909_02_T1,-2,2,0.4346289752650177,0.3025308121469743,3,2,S2 SCL clear categories and Landsat QA_PIXEL bits 0-5 applied upstream; scene-level values retained in raw point tables
C09_15_grass_E1,C09_15,2020-10-11,2020-10-12,2020,grass,S2B,Landsat 7,S2B_MSIL2A_20201012T022629_R046_T51RUQ_20201014T111243,LE07_L2SP_118038_20201011_02_T1,1,1,0.461923290717065,0.4300050386294931,3,3,S2 SCL clear categories and Landsat QA_PIXEL bits 0-5 applied upstream; scene-level values retained in raw point tables
C09_15_grass_E1,C09_15,2020-11-12,2020-11-09,2020,grass,S2A,Landsat 7,S2A_MSIL2A_20201109T023931_R089_T51RUQ_20201111T001513,LE07_L2SP_118038_20201112_02_T1,-3,3,0.3943820224719101,0.2633885366941054,3,2,S2 SCL clear categories and Landsat QA_PIXEL bits 0-5 applied upstream; scene-level values retained in raw point tables
C09_15_grass_E1,C09_15,2020-11-28,2020-11-29,2020,grass,S2A,Landsat 7,S2A_MSIL2A_20201129T024051_R089_T51RUQ_20201129T201541,LE07_L2SP_118038_20201128_02_T1,1,1,0.3351986569669838,0.2474052803213711,3,2,S2 SCL clear categories and Landsat QA_PIXEL bits 0-5 applied upstream; scene-level values retained in raw point tables
C09_15_tree_E1,C09_15,2020-04-26,2020-04-25,2020,tree,S2B,Landsat 8,S2B_MSIL2A_20200425T022549_R046_T51RUQ_20200922T014531,LC08_L2SP_118039_20200426_02_T1,-1,1,0.5589870290302655,0.4921526113583629,3,3,S2 SCL clear categories and Landsat QA_PIXEL bits 0-5 applied upstream; scene-level values retained in raw point tables
C09_15_tree_E1,C09_15,2020-05-12,2020-05-13,2020,tree,S2A,Landsat 8,S2A_MSIL2A_20200513T023551_R089_T51RUQ_20200918T000035,LC08_L2SP_118038_20200512_02_T1,1,1,0.5909252038284295,0.7103725056138619,3,3,S2 SCL clear categories and Landsat QA_PIXEL bits 0-5 applied upstream; scene-level values retained in raw point tables
C09_15_tree_E1,C09_15,2020-05-12,2020-05-13,2020,tree,S2A,Landsat 8,S2A_MSIL2A_20200513T023551_R089_T51RUQ_20200918T000035,LC08_L2SP_118039_20200512_02_T1,1,1,0.5909252038284295,0.7105938620964528,3,3,S2 SCL clear categories and Landsat QA_PIXEL bits 0-5 applied upstream; scene-level values retained in raw point tables
C09_15_tree_E1,C09_15,2020-08-16,2020-08-18,2020,tree,S2A,Landsat 8,S2A_MSIL2A_20200818T022601_R046_T51RUQ_20200822T145839,LC08_L2SP_118038_20200816_02_T1,2,2,0.6866055045871559,0.7191273076000958,3,3,S2 SCL clear categories and Landsat QA_PIXEL bits 0-5 applied upstream; scene-level values retained in raw point tables
C09_15_tree_E1,C09_15,2020-08-16,2020-08-18,2020,tree,S2A,Landsat 8,S2A_MSIL2A_20200818T022601_R046_T51RUQ_20200822T145839,LC08_L2SP_118039_20200816_02_T1,2,2,0.6866055045871559,0.7177245394674053,3,3,S2 SCL clear categories and Landsat QA_PIXEL bits 0-5 applied upstream; scene-level values retained in raw point tables
C09_15_tree_E1,C09_15,2020-09-09,2020-09-07,2020,tree,S2A,Landsat 7,S2A_MSIL2A_20200907T022551_R046_T51RUQ_20200911T192646,LE07_L2SP_118038_20200909_02_T1,-2,2,0.5268747988413262,0.6924819249423491,3,3,S2 SCL clear categories and Landsat QA_PIXEL bits 0-5 applied upstream; scene-level values retained in raw point tables
C10_02_grass_E1,C10_02,2020-03-16,2020-03-19,2020,grass,S2B,Landsat 8,S2B_MSIL2A_20200319T023549_R089_T51RUQ_20201012T234903,LC08_L2SP_119038_20200316_02_T1,3,3,0.2639691714836223,0.3929941603097807,3,3,S2 SCL clear categories and Landsat QA_PIXEL bits 0-5 applied upstream; scene-level values retained in raw point tables
C10_02_grass_E1,C10_02,2020-03-17,2020-03-19,2020,grass,S2B,Landsat 7,S2B_MSIL2A_20200319T023549_R089_T51RUQ_20201012T234903,LE07_L2SP_118038_20200317_02_T1,2,2,0.2639691714836223,0.3799371733984427,3,3,S2 SCL clear categories and Landsat QA_PIXEL bits 0-5 applied upstream; scene-level values retained in raw point tables
C10_02_grass_E1,C10_02,2020-03-17,2020-03-19,2020,grass,S2B,Landsat 7,S2B_MSIL2A_20200319T023549_R089_T51RUQ_20201012T234903,LE07_L2SP_118039_20200317_02_T1,2,2,0.2639691714836223,0.401886155967205,3,3,S2 SCL clear categories and Landsat QA_PIXEL bits 0-5 applied upstream; scene-level values retained in raw point tables
C10_02_grass_E1,C10_02,2020-04-10,2020-04-13,2020,grass,S2A,Landsat 8,S2A_MSIL2A_20200413T023551_R089_T51RUQ_20200923T071651,LC08_L2SP_118038_20200410_02_T1,3,3,0.3243717124488603,0.3748354323072871,3,2,S2 SCL clear categories and Landsat QA_PIXEL bits 0-5 applied upstream; scene-level values retained in raw point tables
C10_02_grass_E1,C10_02,2020-05-03,2020-05-03,2020,grass,S2A,Landsat 8,S2A_MSIL2A_20200503T023551_R089_T51RUQ_20200920T070033,LC08_L2SP_119038_20200503_02_T1,0,0,0.3061224489795919,0.4125365252879763,3,3,S2 SCL clear categories and Landsat QA_PIXEL bits 0-5 applied upstream; scene-level values retained in raw point tables
C10_02_grass_E1,C10_02,2020-05-12,2020-05-13,2020,grass,S2A,Landsat 8,S2A_MSIL2A_20200513T023551_R089_T51RUQ_20200918T000035,LC08_L2SP_118038_20200512_02_T1,1,1,0.2710280373831775,0.3350576586725166,3,3,S2 SCL clear categories and Landsat QA_PIXEL bits 0-5 applied upstream; scene-level values retained in raw point tables
C10_02_grass_E1,C10_02,2020-05-12,2020-05-13,2020,grass,S2A,Landsat 8,S2A_MSIL2A_20200513T023551_R089_T51RUQ_20200918T000035,LC08_L2SP_118039_20200512_02_T1,1,1,0.2710280373831775,0.3382961741867629,3,3,S2 SCL clear categories and Landsat QA_PIXEL bits 0-5 applied upstream; scene-level values retained in raw point tables
C10_02_grass_E1,C10_02,2020-07-22,2020-07-22,2020,grass,S2A,Landsat 8,S2A_MSIL2A_20200722T023551_R089_T51RUQ_20200817T015524,LC08_L2SP_119038_20200722_02_T1,0,0,0.3063869176180191,0.4880470828322588,2,3,S2 SCL clear categories and Landsat QA_PIXEL bits 0-5 applied upstream; scene-level values retained in raw point tables
C10_02_grass_E1,C10_02,2020-09-08,2020-09-05,2020,grass,S2B,Landsat 8,S2B_MSIL2A_20200905T023549_R089_T51RUQ_20200908T045500,LC08_L2SP_119038_20200908_02_T1,-3,3,0.5504772924501014,0.5701122439134211,3,3,S2 SCL clear categories and Landsat QA_PIXEL bits 0-5 applied upstream; scene-level values retained in raw point tables
C10_02_grass_E1,C10_02,2020-11-12,2020-11-09,2020,grass,S2A,Landsat 7,S2A_MSIL2A_20201109T023931_R089_T51RUQ_20201111T001513,LE07_L2SP_118038_20201112_02_T1,-3,3,0.4601039437480893,0.4208537416069287,3,2,S2 SCL clear categories and Landsat QA_PIXEL bits 0-5 applied upstream; scene-level values retained in raw point tables
C10_02_grass_E1,C10_02,2020-11-12,2020-11-09,2020,grass,S2A,Landsat 7,S2A_MSIL2A_20201109T023931_R089_T51RUQ_20201111T001513,LE07_L2SP_118039_20201112_02_T1,-3,3,0.4601039437480893,0.4270889720240747,3,2,S2 SCL clear categories and Landsat QA_PIXEL bits 0-5 applied upstream; scene-level values retained in raw point tables
C10_02_tree_E1,C10_02,2020-03-16,2020-03-19,2020,tree,S2B,Landsat 8,S2B_MSIL2A_20200319T023549_R089_T51RUQ_20201012T234903,LC08_L2SP_119038_20200316_02_T1,3,3,0.387308533916849,0.4541897695308431,3,3,S2 SCL clear categories and Landsat QA_PIXEL bits 0-5 applied upstream; scene-level values retained in raw point tables
C10_02_tree_E1,C10_02,2020-03-17,2020-03-19,2020,tree,S2B,Landsat 7,S2B_MSIL2A_20200319T023549_R089_T51RUQ_20201012T234903,LE07_L2SP_118038_20200317_02_T1,2,2,0.387308533916849,0.398477387246092,3,2,S2 SCL clear categories and Landsat QA_PIXEL bits 0-5 applied upstream; scene-level values retained in raw point tables
C10_02_tree_E1,C10_02,2020-03-17,2020-03-19,2020,tree,S2B,Landsat 7,S2B_MSIL2A_20200319T023549_R089_T51RUQ_20201012T234903,LE07_L2SP_118039_20200317_02_T1,2,2,0.387308533916849,0.4229211828704649,3,3,S2 SCL clear categories and Landsat QA_PIXEL bits 0-5 applied upstream; scene-level values retained in raw point tables
C10_02_tree_E1,C10_02,2020-04-10,2020-04-13,2020,tree,S2A,Landsat 8,S2A_MSIL2A_20200413T023551_R089_T51RUQ_20200923T071651,LC08_L2SP_118038_20200410_02_T1,3,3,0.5028062066688676,0.4533313778437277,3,3,S2 SCL clear categories and Landsat QA_PIXEL bits 0-5 applied upstream; scene-level values retained in raw point tables
C10_02_tree_E1,C10_02,2020-05-03,2020-05-03,2020,tree,S2A,Landsat 8,S2A_MSIL2A_20200503T023551_R089_T51RUQ_20200920T070033,LC08_L2SP_119038_20200503_02_T1,0,0,0.5254333617504973,0.5999701952213005,3,3,S2 SCL clear categories and Landsat QA_PIXEL bits 0-5 applied upstream; scene-level values retained in raw point tables
C10_02_tree_E1,C10_02,2020-05-04,2020-05-03,2020,tree,S2A,Landsat 7,S2A_MSIL2A_20200503T023551_R089_T51RUQ_20200920T070033,LE07_L2SP_118039_20200504_02_T1,-1,1,0.5254333617504973,0.3522986948831132,3,2,S2 SCL clear categories and Landsat QA_PIXEL bits 0-5 applied upstream; scene-level values retained in raw point tables
C10_02_tree_E1,C10_02,2020-05-12,2020-05-13,2020,tree,S2A,Landsat 8,S2A_MSIL2A_20200513T023551_R089_T51RUQ_20200918T000035,LC08_L2SP_118038_20200512_02_T1,1,1,0.6430260047281323,0.7280431164743647,3,3,S2 SCL clear categories and Landsat QA_PIXEL bits 0-5 applied upstream; scene-level values retained in raw point tables
C10_02_tree_E1,C10_02,2020-05-12,2020-05-13,2020,tree,S2A,Landsat 8,S2A_MSIL2A_20200513T023551_R089_T51RUQ_20200918T000035,LC08_L2SP_118039_20200512_02_T1,1,1,0.6430260047281323,0.6997767857142857,3,3,S2 SCL clear categories and Landsat QA_PIXEL bits 0-5 applied upstream; scene-level values retained in raw point tables
C10_02_tree_E1,C10_02,2020-07-22,2020-07-22,2020,tree,S2A,Landsat 8,S2A_MSIL2A_20200722T023551_R089_T51RUQ_20200817T015524,LC08_L2SP_119038_20200722_02_T1,0,0,0.5986531986531988,0.7494069554713289,3,3,S2 SCL clear categories and Landsat QA_PIXEL bits 0-5 applied upstream; scene-level values retained in raw point tables
C10_02_tree_E1,C10_02,2020-09-08,2020-09-05,2020,tree,S2B,Landsat 8,S2B_MSIL2A_20200905T023549_R089_T51RUQ_20200908T045500,LC08_L2SP_119038_20200908_02_T1,-3,3,0.7270233196159123,0.7376202223890742,3,3,S2 SCL clear categories and Landsat QA_PIXEL bits 0-5 applied upstream; scene-level values retained in raw point tables
C10_02_tree_E1,C10_02,2020-11-12,2020-11-09,2020,tree,S2A,Landsat 7,S2A_MSIL2A_20201109T023931_R089_T51RUQ_20201111T001513,LE07_L2SP_118038_20201112_02_T1,-3,3,0.6105557776889244,0.5249455390424552,3,3,S2 SCL clear categories and Landsat QA_PIXEL bits 0-5 applied upstream; scene-level values retained in raw point tables
C10_02_tree_E1,C10_02,2020-11-12,2020-11-09,2020,tree,S2A,Landsat 7,S2A_MSIL2A_20201109T023931_R089_T51RUQ_20201111T001513,LE07_L2SP_118039_20201112_02_T1,-3,3,0.6105557776889244,0.5313284260707948,3,2,S2 SCL clear categories and Landsat QA_PIXEL bits 0-5 applied upstream; scene-level values retained in raw point tables
C10_08_grass_E1,C10_08,2020-03-17,2020-03-19,2020,grass,S2B,Landsat 7,S2B_MSIL2A_20200319T023549_R089_T51RUQ_20201012T234903,LE07_L2SP_118038_20200317_02_T1,2,2,0.2838905775075988,0.3253107891001544,3,3,S2 SCL clear categories and Landsat QA_PIXEL bits 0-5 applied upstream; scene-level values retained in raw point tables
C10_08_grass_E1,C10_08,2020-04-26,2020-04-25,2020,grass,S2B,Landsat 8,S2B_MSIL2A_20200425T022549_R046_T51RUQ_20200922T014531,LC08_L2SP_118039_20200426_02_T1,-1,1,0.4697247706422019,0.3843820783025625,3,2,S2 SCL clear categories and Landsat QA_PIXEL bits 0-5 applied upstream; scene-level values retained in raw point tables
C10_08_grass_E1,C10_08,2020-05-12,2020-05-13,2020,grass,S2A,Landsat 8,S2A_MSIL2A_20200513T023551_R089_T51RUQ_20200918T000035,LC08_L2SP_118038_20200512_02_T1,1,1,0.4619289340101522,0.6162302943791244,3,3,S2 SCL clear categories and Landsat QA_PIXEL bits 0-5 applied upstream; scene-level values retained in raw point tables
C10_08_grass_E1,C10_08,2020-05-12,2020-05-13,2020,grass,S2A,Landsat 8,S2A_MSIL2A_20200513T023551_R089_T51RUQ_20200918T000035,LC08_L2SP_118039_20200512_02_T1,1,1,0.4619289340101522,0.6169834249990604,3,3,S2 SCL clear categories and Landsat QA_PIXEL bits 0-5 applied upstream; scene-level values retained in raw point tables
C10_08_grass_E1,C10_08,2020-08-16,2020-08-13,2020,grass,S2B,Landsat 8,S2B_MSIL2A_20200813T022549_R046_T51RUQ_20200815T011759,LC08_L2SP_118038_20200816_02_T1,-3,3,0.6677619569185833,0.6071028635418334,2,3,S2 SCL clear categories and Landsat QA_PIXEL bits 0-5 applied upstream; scene-level values retained in raw point tables
C10_08_grass_E1,C10_08,2020-08-16,2020-08-13,2020,grass,S2B,Landsat 8,S2B_MSIL2A_20200813T022549_R046_T51RUQ_20200815T011759,LC08_L2SP_118039_20200816_02_T1,-3,3,0.6677619569185833,0.6068960461691224,2,3,S2 SCL clear categories and Landsat QA_PIXEL bits 0-5 applied upstream; scene-level values retained in raw point tables
C10_08_grass_E1,C10_08,2020-09-09,2020-09-07,2020,grass,S2A,Landsat 7,S2A_MSIL2A_20200907T022551_R046_T51RUQ_20200911T192646,LE07_L2SP_118038_20200909_02_T1,-2,2,0.3403361344537815,0.4489827745091089,3,3,S2 SCL clear categories and Landsat QA_PIXEL bits 0-5 applied upstream; scene-level values retained in raw point tables
C10_08_grass_E1,C10_08,2020-11-12,2020-11-09,2020,grass,S2A,Landsat 7,S2A_MSIL2A_20201109T023931_R089_T51RUQ_20201111T001513,LE07_L2SP_118038_20201112_02_T1,-3,3,0.4427264121173871,0.3170794161758795,3,2,S2 SCL clear categories and Landsat QA_PIXEL bits 0-5 applied upstream; scene-level values retained in raw point tables
C10_08_tree_E1,C10_08,2020-03-17,2020-03-19,2020,tree,S2B,Landsat 7,S2B_MSIL2A_20200319T023549_R089_T51RUQ_20201012T234903,LE07_L2SP_118038_20200317_02_T1,2,2,0.44,0.4729489895231005,3,3,S2 SCL clear categories and Landsat QA_PIXEL bits 0-5 applied upstream; scene-level values retained in raw point tables
C10_08_tree_E1,C10_08,2020-04-26,2020-04-25,2020,tree,S2B,Landsat 8,S2B_MSIL2A_20200425T022549_R046_T51RUQ_20200922T014531,LC08_L2SP_118039_20200426_02_T1,-1,1,0.7878217200251098,0.5895884958342277,3,3,S2 SCL clear categories and Landsat QA_PIXEL bits 0-5 applied upstream; scene-level values retained in raw point tables
C10_08_tree_E1,C10_08,2020-05-12,2020-05-13,2020,tree,S2A,Landsat 8,S2A_MSIL2A_20200513T023551_R089_T51RUQ_20200918T000035,LC08_L2SP_118038_20200512_02_T1,1,1,0.752946723243753,0.8298439262774177,3,3,S2 SCL clear categories and Landsat QA_PIXEL bits 0-5 applied upstream; scene-level values retained in raw point tables
C10_08_tree_E1,C10_08,2020-05-12,2020-05-13,2020,tree,S2A,Landsat 8,S2A_MSIL2A_20200513T023551_R089_T51RUQ_20200918T000035,LC08_L2SP_118039_20200512_02_T1,1,1,0.752946723243753,0.8348833098603596,3,3,S2 SCL clear categories and Landsat QA_PIXEL bits 0-5 applied upstream; scene-level values retained in raw point tables
C10_08_tree_E1,C10_08,2020-08-16,2020-08-18,2020,tree,S2A,Landsat 8,S2A_MSIL2A_20200818T022601_R046_T51RUQ_20200822T145839,LC08_L2SP_118038_20200816_02_T1,2,2,0.7117184575065519,0.8123670899143182,2,3,S2 SCL clear categories and Landsat QA_PIXEL bits 0-5 applied upstream; scene-level values retained in raw point tables
C10_08_tree_E1,C10_08,2020-08-16,2020-08-18,2020,tree,S2A,Landsat 8,S2A_MSIL2A_20200818T022601_R046_T51RUQ_20200822T145839,LC08_L2SP_118039_20200816_02_T1,2,2,0.7117184575065519,0.8215843223847645,2,3,S2 SCL clear categories and Landsat QA_PIXEL bits 0-5 applied upstream; scene-level values retained in raw point tables
C10_08_tree_E1,C10_08,2020-09-09,2020-09-07,2020,tree,S2A,Landsat 7,S2A_MSIL2A_20200907T022551_R046_T51RUQ_20200911T192646,LE07_L2SP_118038_20200909_02_T1,-2,2,0.5174620101306319,0.6758629549026722,3,2,S2 SCL clear categories and Landsat QA_PIXEL bits 0-5 applied upstream; scene-level values retained in raw point tables
C10_08_tree_E1,C10_08,2020-11-12,2020-11-09,2020,tree,S2A,Landsat 7,S2A_MSIL2A_20201109T023931_R089_T51RUQ_20201111T001513,LE07_L2SP_118038_20201112_02_T1,-3,3,0.7064526914075561,0.6735144002916514,3,3,S2 SCL clear categories and Landsat QA_PIXEL bits 0-5 applied upstream; scene-level values retained in raw point tables
C11_07_grass_E1,C11_07,2020-03-17,2020-03-19,2020,grass,S2B,Landsat 7,S2B_MSIL2A_20200319T023549_R089_T51RUQ_20201012T234903,LE07_L2SP_118038_20200317_02_T1,2,2,0.43557582668187,0.4308144185077396,3,3,S2 SCL clear categories and Landsat QA_PIXEL bits 0-5 applied upstream; scene-level values retained in raw point tables
C11_07_grass_E1,C11_07,2020-05-12,2020-05-13,2020,grass,S2A,Landsat 8,S2A_MSIL2A_20200513T023551_R089_T51RUQ_20200918T000035,LC08_L2SP_118038_20200512_02_T1,1,1,0.6322738386308069,0.5787538133645368,3,3,S2 SCL clear categories and Landsat QA_PIXEL bits 0-5 applied upstream; scene-level values retained in raw point tables
C11_07_grass_E1,C11_07,2020-05-12,2020-05-13,2020,grass,S2A,Landsat 8,S2A_MSIL2A_20200513T023551_R089_T51RUQ_20200918T000035,LC08_L2SP_118039_20200512_02_T1,1,1,0.6322738386308069,0.5711069867688439,3,3,S2 SCL clear categories and Landsat QA_PIXEL bits 0-5 applied upstream; scene-level values retained in raw point tables
C11_07_grass_E1,C11_07,2020-11-12,2020-11-09,2020,grass,S2A,Landsat 7,S2A_MSIL2A_20201109T023931_R089_T51RUQ_20201111T001513,LE07_L2SP_118038_20201112_02_T1,-3,3,0.5969399952187426,0.5795868626897747,3,3,S2 SCL clear categories and Landsat QA_PIXEL bits 0-5 applied upstream; scene-level values retained in raw point tables
C11_07_tree_E1,C11_07,2020-03-17,2020-03-19,2020,tree,S2B,Landsat 7,S2B_MSIL2A_20200319T023549_R089_T51RUQ_20201012T234903,LE07_L2SP_118038_20200317_02_T1,2,2,0.4649082916477187,0.4858932212558778,2,3,S2 SCL clear categories and Landsat QA_PIXEL bits 0-5 applied upstream; scene-level values retained in raw point tables
C11_07_tree_E1,C11_07,2020-05-12,2020-05-13,2020,tree,S2A,Landsat 8,S2A_MSIL2A_20200513T023551_R089_T51RUQ_20200918T000035,LC08_L2SP_118038_20200512_02_T1,1,1,0.4145922746781115,0.7159370425702084,3,3,S2 SCL clear categories and Landsat QA_PIXEL bits 0-5 applied upstream; scene-level values retained in raw point tables
C11_07_tree_E1,C11_07,2020-05-12,2020-05-13,2020,tree,S2A,Landsat 8,S2A_MSIL2A_20200513T023551_R089_T51RUQ_20200918T000035,LC08_L2SP_118039_20200512_02_T1,1,1,0.4145922746781115,0.717360623693406,3,3,S2 SCL clear categories and Landsat QA_PIXEL bits 0-5 applied upstream; scene-level values retained in raw point tables
C11_07_tree_E1,C11_07,2020-11-12,2020-11-09,2020,tree,S2A,Landsat 7,S2A_MSIL2A_20201109T023931_R089_T51RUQ_20201111T001513,LE07_L2SP_118038_20201112_02_T1,-3,3,0.7841385597082955,0.6513012296294542,2,3,S2 SCL clear categories and Landsat QA_PIXEL bits 0-5 applied upstream; scene-level values retained in raw point tables
C11_09_grass_E1,C11_09,2020-03-17,2020-03-19,2020,grass,S2B,Landsat 7,S2B_MSIL2A_20200319T023549_R089_T51RUQ_20201012T234903,LE07_L2SP_118038_20200317_02_T1,2,2,0.626740947075209,0.6424247591440021,3,3,S2 SCL clear categories and Landsat QA_PIXEL bits 0-5 applied upstream; scene-level values retained in raw point tables
C11_09_grass_E1,C11_09,2020-04-26,2020-04-25,2020,grass,S2B,Landsat 8,S2B_MSIL2A_20200425T022549_R046_T51RUQ_20200922T014531,LC08_L2SP_118039_20200426_02_T1,-1,1,0.7105662833586462,0.5396031769291638,3,3,S2 SCL clear categories and Landsat QA_PIXEL bits 0-5 applied upstream; scene-level values retained in raw point tables
C11_09_grass_E1,C11_09,2020-05-12,2020-05-13,2020,grass,S2A,Landsat 8,S2A_MSIL2A_20200513T023551_R089_T51RUQ_20200918T000035,LC08_L2SP_118038_20200512_02_T1,1,1,0.7141513869299482,0.7380171507670747,3,3,S2 SCL clear categories and Landsat QA_PIXEL bits 0-5 applied upstream; scene-level values retained in raw point tables
C11_09_grass_E1,C11_09,2020-05-12,2020-05-13,2020,grass,S2A,Landsat 8,S2A_MSIL2A_20200513T023551_R089_T51RUQ_20200918T000035,LC08_L2SP_118039_20200512_02_T1,1,1,0.7141513869299482,0.740508806262231,3,3,S2 SCL clear categories and Landsat QA_PIXEL bits 0-5 applied upstream; scene-level values retained in raw point tables
C11_09_grass_E1,C11_09,2020-08-16,2020-08-18,2020,grass,S2A,Landsat 8,S2A_MSIL2A_20200818T022601_R046_T51RUQ_20200822T145839,LC08_L2SP_118038_20200816_02_T1,2,2,0.7441039925719591,0.7625064478650938,3,3,S2 SCL clear categories and Landsat QA_PIXEL bits 0-5 applied upstream; scene-level values retained in raw point tables
C11_09_grass_E1,C11_09,2020-08-16,2020-08-18,2020,grass,S2A,Landsat 8,S2A_MSIL2A_20200818T022601_R046_T51RUQ_20200822T145839,LC08_L2SP_118039_20200816_02_T1,2,2,0.7441039925719591,0.7620695972461937,3,3,S2 SCL clear categories and Landsat QA_PIXEL bits 0-5 applied upstream; scene-level values retained in raw point tables
C11_09_grass_E1,C11_09,2020-10-11,2020-10-12,2020,grass,S2B,Landsat 7,S2B_MSIL2A_20201012T022629_R046_T51RUQ_20201014T111243,LE07_L2SP_118038_20201011_02_T1,1,1,0.7390780355528773,0.6308272969253468,3,3,S2 SCL clear categories and Landsat QA_PIXEL bits 0-5 applied upstream; scene-level values retained in raw point tables
C11_09_grass_E1,C11_09,2020-11-12,2020-11-09,2020,grass,S2A,Landsat 7,S2A_MSIL2A_20201109T023931_R089_T51RUQ_20201111T001513,LE07_L2SP_118038_20201112_02_T1,-3,3,0.7533474277660325,0.6687624743700655,3,3,S2 SCL clear categories and Landsat QA_PIXEL bits 0-5 applied upstream; scene-level values retained in raw point tables
C11_09_tree_E1,C11_09,2020-03-17,2020-03-19,2020,tree,S2B,Landsat 7,S2B_MSIL2A_20200319T023549_R089_T51RUQ_20201012T234903,LE07_L2SP_118038_20200317_02_T1,2,2,0.4019682059046177,0.3689047050609247,2,3,S2 SCL clear categories and Landsat QA_PIXEL bits 0-5 applied upstream; scene-level values retained in raw point tables
C11_09_tree_E1,C11_09,2020-05-12,2020-05-13,2020,tree,S2A,Landsat 8,S2A_MSIL2A_20200513T023551_R089_T51RUQ_20200918T000035,LC08_L2SP_118038_20200512_02_T1,1,1,0.5506958250497018,0.6405835033293562,3,3,S2 SCL clear categories and Landsat QA_PIXEL bits 0-5 applied upstream; scene-level values retained in raw point tables
C11_09_tree_E1,C11_09,2020-08-16,2020-08-18,2020,tree,S2A,Landsat 8,S2A_MSIL2A_20200818T022601_R046_T51RUQ_20200822T145839,LC08_L2SP_118038_20200816_02_T1,2,2,0.6706499562809677,0.6804729774868061,3,3,S2 SCL clear categories and Landsat QA_PIXEL bits 0-5 applied upstream; scene-level values retained in raw point tables
C11_09_tree_E1,C11_09,2020-09-09,2020-09-07,2020,tree,S2A,Landsat 7,S2A_MSIL2A_20200907T022551_R046_T51RUQ_20200911T192646,LE07_L2SP_118038_20200909_02_T1,-2,2,0.4915462649861666,0.5762823546881234,3,3,S2 SCL clear categories and Landsat QA_PIXEL bits 0-5 applied upstream; scene-level values retained in raw point tables
C11_09_tree_E1,C11_09,2020-10-11,2020-10-12,2020,tree,S2B,Landsat 7,S2B_MSIL2A_20201012T022629_R046_T51RUQ_20201014T111243,LE07_L2SP_118038_20201011_02_T1,1,1,0.5847216578626574,0.450600784698382,2,2,S2 SCL clear categories and Landsat QA_PIXEL bits 0-5 applied upstream; scene-level values retained in raw point tables
C12_10_grass_E1,C12_10,2020-03-17,2020-03-19,2020,grass,S2B,Landsat 7,S2B_MSIL2A_20200319T023549_R089_T51RUQ_20201012T234903,LE07_L2SP_118038_20200317_02_T1,2,2,0.2588895820336868,0.1383652227350415,3,3,S2 SCL clear categories and Landsat QA_PIXEL bits 0-5 applied upstream; scene-level values retained in raw point tables
C12_10_grass_E1,C12_10,2020-05-12,2020-05-13,2020,grass,S2A,Landsat 8,S2A_MSIL2A_20200513T023551_R089_T51RUQ_20200918T000035,LC08_L2SP_118038_20200512_02_T1,1,1,0.2824351297405189,0.4103784915770996,3,3,S2 SCL clear categories and Landsat QA_PIXEL bits 0-5 applied upstream; scene-level values retained in raw point tables
C12_10_grass_E1,C12_10,2020-08-16,2020-08-18,2020,grass,S2A,Landsat 8,S2A_MSIL2A_20200818T022601_R046_T51RUQ_20200822T145839,LC08_L2SP_118038_20200816_02_T1,2,2,0.5152941176470589,0.4441324554608833,3,3,S2 SCL clear categories and Landsat QA_PIXEL bits 0-5 applied upstream; scene-level values retained in raw point tables
C12_10_grass_E1,C12_10,2020-09-09,2020-09-07,2020,grass,S2A,Landsat 7,S2A_MSIL2A_20200907T022551_R046_T51RUQ_20200911T192646,LE07_L2SP_118038_20200909_02_T1,-2,2,0.4672173464119772,0.3665901052245278,3,3,S2 SCL clear categories and Landsat QA_PIXEL bits 0-5 applied upstream; scene-level values retained in raw point tables
